,,,Limstox360,Freezio_,MonMauvais,GoldMonster338,geek59,Naos0,acdc_zdnl,roselfe,Gaethap,alin,Razor2759,JojoLapero,rathur000,Cronox54,reppssomewhiles,heineswatchbook,uncessynthesize,stagescurfiness,vulvomishitting,ahemsdedicating,atokeholographs,horalrecognised,dillycrabapples,elriclespiques,shivaperiegeses,sykerconcretize,cholicaptivated,sinewrisibility,IntegraleEpice,syncsjasperizes,foliaperseveres,naturalizee,agonykettledrum,stupadisinvests,tennoasbestosis,salutunbreeched
stats,minecraft:used,minecraft:music_disc_far,13.0,15.0,19.0,13.0,1.0,19.0,12.0,6.0,19.0,3.0,19.0,19.0,9.0,7.0,19.0,7.0,9.0,19.0,19.0,15.0,19.0,15.0,15.0,2.0,19.0,19.0,4.0,19.0,11.0,19.0,19.0,4.0,19.0,19.0,19.0,19.0
stats,minecraft:used,minecraft:music_disc_mall,13.0,13.0,13.0,9.0,6.0,13.0,13.0,5.0,13.0,9.0,13.0,13.0,7.0,9.0,13.0,2.0,3.0,13.0,13.0,13.0,13.0,13.0,13.0,1.0,13.0,13.0,9.0,13.0,3.0,13.0,13.0,7.0,13.0,13.0,13.0,13.0
stats,minecraft:used,minecraft:music_disc_mellohi,14.0,18.0,18.0,18.0,18.0,18.0,18.0,6.0,9.0,9.0,18.0,18.0,7.0,5.0,11.0,3.0,14.0,13.0,18.0,8.0,18.0,18.0,11.0,2.0,18.0,18.0,16.0,18.0,1.0,16.0,18.0,4.0,18.0,18.0,18.0,18.0
stats,minecraft:used,minecraft:music_disc_otherside,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0
stats,minecraft:used,minecraft:music_disc_pigstep,20.0,16.0,20.0,20.0,20.0,10.0,20.0,16.0,20.0,16.0,15.0,20.0,20.0,13.0,20.0,4.0,2.0,20.0,20.0,11.0,20.0,20.0,13.0,20.0,16.0,20.0,3.0,7.0,5.0,9.0,8.0,6.0,20.0,11.0,1.0,20.0
stats,minecraft:used,minecraft:music_disc_stal,6.0,11.0,13.0,13.0,13.0,13.0,13.0,7.0,13.0,10.0,13.0,13.0,1.0,8.0,13.0,3.0,8.0,13.0,13.0,13.0,13.0,13.0,13.0,2.0,13.0,13.0,12.0,13.0,4.0,13.0,13.0,5.0,13.0,13.0,13.0,13.0
stats,minecraft:used,minecraft:music_disc_strad,11.0,15.0,15.0,8.0,15.0,15.0,1.0,10.0,15.0,3.0,15.0,15.0,5.0,7.0,15.0,5.0,9.0,15.0,15.0,15.0,15.0,13.0,15.0,4.0,15.0,15.0,13.0,15.0,2.0,15.0,15.0,12.0,15.0,15.0,15.0,15.0
stats,minecraft:used,minecraft:music_disc_wait,11.0,15.0,15.0,11.0,15.0,10.0,15.0,7.0,15.0,7.0,11.0,15.0,6.0,4.0,15.0,4.0,11.0,15.0,15.0,15.0,15.0,15.0,15.0,2.0,15.0,15.0,1.0,15.0,3.0,15.0,15.0,9.0,15.0,15.0,15.0,15.0
stats,minecraft:used,minecraft:music_disc_ward,12.0,8.0,17.0,10.0,12.0,17.0,17.0,6.0,17.0,10.0,17.0,17.0,4.0,5.0,12.0,2.0,8.0,17.0,17.0,17.0,17.0,17.0,17.0,1.0,17.0,17.0,3.0,17.0,7.0,17.0,12.0,12.0,17.0,17.0,17.0,17.0
stats,minecraft:used,minecraft:mutton,24.0,24.0,5.0,2.0,17.0,1.0,17.0,27.0,27.0,9.0,20.0,14.0,11.0,20.0,27.0,9.0,27.0,27.0,27.0,14.0,24.0,27.0,27.0,20.0,20.0,27.0,8.0,3.0,4.0,7.0,11.0,17.0,27.0,6.0,14.0,13.0
stats,minecraft:used,minecraft:mycelium,14.0,19.0,19.0,19.0,19.0,17.0,5.0,7.0,3.0,6.0,19.0,19.0,19.0,10.0,18.0,1.0,19.0,19.0,19.0,11.0,9.0,19.0,19.0,8.0,16.0,15.0,4.0,19.0,2.0,19.0,19.0,13.0,19.0,19.0,19.0,12.0
stats,minecraft:used,minecraft:nether_brick_fence,13.0,18.0,10.0,23.0,30.0,21.0,12.0,2.0,32.0,3.0,7.0,32.0,25.0,32.0,6.0,14.0,32.0,28.0,4.0,5.0,16.0,24.0,1.0,15.0,22.0,19.0,30.0,8.0,11.0,20.0,25.0,9.0,32.0,29.0,17.0,25.0
stats,minecraft:used,minecraft:nether_brick_slab,7.0,23.0,2.0,28.0,10.0,17.0,6.0,11.0,22.0,15.0,5.0,28.0,28.0,14.0,3.0,18.0,12.0,28.0,8.0,4.0,9.0,16.0,1.0,23.0,13.0,28.0,23.0,20.0,23.0,20.0,28.0,19.0,28.0,28.0,23.0,28.0
stats,minecraft:used,minecraft:nether_brick_stairs,6.0,22.0,25.0,22.0,10.0,22.0,17.0,2.0,19.0,5.0,25.0,25.0,25.0,16.0,3.0,7.0,11.0,25.0,12.0,4.0,13.0,25.0,1.0,8.0,15.0,14.0,25.0,9.0,18.0,20.0,25.0,21.0,25.0,25.0,25.0,25.0
stats,minecraft:used,minecraft:nether_brick_wall,9.0,4.0,17.0,17.0,15.0,17.0,6.0,10.0,17.0,17.0,3.0,17.0,17.0,17.0,7.0,13.0,17.0,17.0,2.0,1.0,12.0,11.0,5.0,17.0,8.0,17.0,17.0,17.0,17.0,16.0,17.0,14.0,17.0,17.0,17.0,17.0
stats,minecraft:used,minecraft:nether_bricks,10.0,16.0,8.0,21.0,30.0,7.0,25.0,3.0,28.0,24.0,6.0,34.0,27.0,26.0,9.0,12.0,17.0,20.0,14.0,4.0,13.0,5.0,1.0,11.0,23.0,22.0,29.0,15.0,2.0,32.0,30.0,35.0,36.0,19.0,18.0,33.0
stats,minecraft:used,minecraft:nether_gold_ore,9.0,6.0,22.0,22.0,22.0,4.0,13.0,17.0,10.0,15.0,20.0,16.0,22.0,8.0,22.0,3.0,14.0,22.0,22.0,7.0,19.0,22.0,5.0,22.0,11.0,21.0,22.0,22.0,2.0,22.0,12.0,18.0,22.0,22.0,22.0,1.0
stats,minecraft:used,minecraft:nether_quartz_ore,11.0,19.0,13.0,7.0,24.0,12.0,2.0,32.0,17.0,23.0,20.0,29.0,27.0,3.0,18.0,8.0,4.0,31.0,30.0,1.0,5.0,6.0,21.0,33.0,34.0,9.0,22.0,34.0,15.0,34.0,25.0,10.0,26.0,16.0,28.0,14.0
stats,minecraft:used,minecraft:nether_sprouts,1.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
stats,minecraft:used,minecraft:nether_wart,18.0,14.0,24.0,2.0,29.0,9.0,21.0,20.0,17.0,19.0,29.0,27.0,10.0,25.0,12.0,16.0,29.0,22.0,13.0,4.0,3.0,23.0,26.0,15.0,29.0,6.0,5.0,29.0,1.0,27.0,29.0,11.0,29.0,29.0,8.0,7.0
stats,minecraft:used,minecraft:nether_wart_block,10.0,11.0,7.0,22.0,14.0,13.0,19.0,3.0,28.0,8.0,9.0,26.0,28.0,23.0,15.0,5.0,4.0,28.0,19.0,6.0,15.0,28.0,24.0,17.0,2.0,28.0,28.0,21.0,1.0,25.0,28.0,12.0,28.0,26.0,28.0,18.0
stats,minecraft:used,minecraft:netherite_axe,33.0,12.0,9.0,28.0,33.0,7.0,33.0,29.0,13.0,32.0,21.0,18.0,8.0,3.0,1.0,20.0,11.0,30.0,23.0,4.0,25.0,16.0,15.0,33.0,24.0,10.0,17.0,31.0,2.0,26.0,14.0,5.0,6.0,19.0,27.0,22.0
stats,minecraft:used,minecraft:netherite_block,4.0,9.0,15.0,15.0,15.0,5.0,2.0,7.0,15.0,15.0,15.0,6.0,15.0,15.0,15.0,3.0,15.0,15.0,1.0,15.0,11.0,15.0,15.0,13.0,8.0,15.0,15.0,15.0,10.0,15.0,15.0,14.0,15.0,15.0,12.0,15.0
stats,minecraft:used,minecraft:netherite_boots,12.0,12.0,7.0,12.0,12.0,2.0,12.0,12.0,7.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,6.0,1.0,12.0,12.0,5.0,12.0,12.0,7.0,11.0,4.0,12.0,12.0,12.0,7.0,3.0,12.0
stats,minecraft:used,minecraft:netherite_chestplate,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,7.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,5.0,14.0,14.0,7.0,7.0,1.0,7.0,14.0,3.0,7.0,14.0,5.0,7.0,1.0,14.0,14.0,14.0,7.0,4.0,14.0
stats,minecraft:used,minecraft:netherite_helmet,14.0,14.0,14.0,14.0,14.0,4.0,14.0,14.0,9.0,14.0,14.0,14.0,9.0,14.0,14.0,14.0,6.0,14.0,14.0,14.0,6.0,1.0,9.0,14.0,4.0,14.0,14.0,6.0,9.0,2.0,14.0,14.0,14.0,9.0,3.0,14.0
stats,minecraft:used,minecraft:netherite_hoe,24.0,9.0,24.0,24.0,24.0,6.0,12.0,17.0,22.0,21.0,18.0,24.0,24.0,3.0,1.0,7.0,19.0,24.0,2.0,16.0,24.0,15.0,5.0,24.0,24.0,24.0,10.0,22.0,8.0,24.0,20.0,13.0,11.0,14.0,24.0,4.0
stats,minecraft:used,minecraft:netherite_leggings,14.0,14.0,6.0,14.0,14.0,4.0,14.0,14.0,9.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,9.0,7.0,1.0,9.0,14.0,5.0,14.0,14.0,7.0,9.0,3.0,14.0,14.0,14.0,9.0,2.0,14.0
stats,minecraft:used,minecraft:netherite_pickaxe,34.0,2.0,13.0,30.0,29.0,10.0,32.0,31.0,24.0,35.0,26.0,4.0,16.0,3.0,27.0,21.0,17.0,25.0,5.0,8.0,23.0,19.0,18.0,36.0,28.0,9.0,33.0,11.0,1.0,14.0,6.0,22.0,7.0,15.0,12.0,20.0
stats,minecraft:used,minecraft:netherite_shovel,34.0,3.0,4.0,33.0,34.0,6.0,32.0,29.0,12.0,31.0,23.0,8.0,28.0,5.0,27.0,18.0,21.0,26.0,2.0,11.0,10.0,13.0,9.0,34.0,22.0,15.0,25.0,14.0,1.0,19.0,17.0,16.0,7.0,30.0,24.0,20.0
stats,minecraft:used,minecraft:netherite_sword,31.0,31.0,9.0,31.0,31.0,6.0,31.0,29.0,19.0,14.0,8.0,12.0,24.0,16.0,1.0,26.0,18.0,27.0,25.0,23.0,15.0,10.0,11.0,30.0,20.0,21.0,31.0,5.0,3.0,7.0,2.0,28.0,22.0,17.0,13.0,4.0
stats,minecraft:used,minecraft:netherrack,9.0,13.0,10.0,5.0,27.0,8.0,11.0,21.0,29.0,26.0,23.0,17.0,35.0,15.0,28.0,6.0,1.0,16.0,20.0,4.0,7.0,36.0,3.0,34.0,31.0,19.0,24.0,18.0,2.0,30.0,12.0,33.0,25.0,14.0,32.0,22.0
stats,minecraft:used,minecraft:note_block,7.0,5.0,30.0,30.0,13.0,18.0,21.0,12.0,14.0,1.0,8.0,24.0,30.0,9.0,10.0,11.0,3.0,19.0,2.0,6.0,4.0,30.0,17.0,30.0,16.0,19.0,24.0,24.0,15.0,23.0,30.0,21.0,30.0,24.0,24.0,24.0
stats,minecraft:used,minecraft:oak_boat,9.0,10.0,24.0,27.0,17.0,5.0,30.0,30.0,35.0,3.0,7.0,28.0,13.0,2.0,19.0,6.0,21.0,19.0,28.0,12.0,8.0,34.0,30.0,15.0,30.0,26.0,23.0,11.0,1.0,25.0,17.0,4.0,35.0,16.0,21.0,13.0
stats,minecraft:used,minecraft:oak_button,7.0,2.0,27.0,22.0,4.0,25.0,24.0,8.0,18.0,1.0,32.0,32.0,3.0,12.0,13.0,14.0,6.0,21.0,19.0,16.0,9.0,32.0,23.0,5.0,10.0,17.0,29.0,27.0,15.0,31.0,32.0,11.0,32.0,20.0,30.0,26.0
stats,minecraft:used,minecraft:oak_door,3.0,27.0,24.0,12.0,23.0,20.0,21.0,1.0,32.0,2.0,28.0,32.0,19.0,6.0,8.0,25.0,5.0,22.0,14.0,4.0,13.0,32.0,29.0,9.0,25.0,17.0,18.0,10.0,7.0,16.0,32.0,11.0,32.0,31.0,29.0,15.0
stats,minecraft:used,minecraft:oak_fence,5.0,16.0,31.0,18.0,35.0,30.0,11.0,7.0,26.0,2.0,29.0,19.0,14.0,17.0,10.0,1.0,4.0,21.0,3.0,6.0,13.0,28.0,23.0,15.0,9.0,12.0,20.0,22.0,24.0,25.0,33.0,8.0,27.0,34.0,32.0,36.0
stats,minecraft:used,minecraft:oak_fence_gate,2.0,1.0,17.0,24.0,30.0,21.0,15.0,11.0,24.0,12.0,22.0,13.0,7.0,19.0,10.0,3.0,9.0,20.0,8.0,23.0,4.0,33.0,14.0,16.0,5.0,18.0,28.0,28.0,24.0,30.0,33.0,6.0,33.0,33.0,24.0,30.0
stats,minecraft:used,minecraft:oak_leaves,14.0,18.0,20.0,32.0,15.0,29.0,25.0,3.0,11.0,1.0,33.0,12.0,19.0,23.0,21.0,9.0,8.0,31.0,4.0,7.0,13.0,26.0,34.0,16.0,6.0,5.0,17.0,28.0,2.0,23.0,36.0,10.0,27.0,22.0,35.0,30.0
stats,minecraft:used,minecraft:oak_log,2.0,32.0,24.0,13.0,11.0,28.0,16.0,5.0,25.0,1.0,33.0,29.0,9.0,15.0,12.0,6.0,4.0,26.0,21.0,18.0,14.0,35.0,22.0,19.0,7.0,8.0,17.0,30.0,10.0,20.0,36.0,3.0,34.0,27.0,23.0,31.0
stats,minecraft:used,minecraft:oak_planks,3.0,24.0,9.0,18.0,21.0,26.0,23.0,5.0,35.0,1.0,36.0,34.0,6.0,10.0,7.0,17.0,4.0,20.0,8.0,16.0,14.0,30.0,22.0,12.0,27.0,18.0,15.0,28.0,2.0,29.0,33.0,11.0,25.0,13.0,32.0,31.0
stats,minecraft:used,minecraft:oak_pressure_plate,24.0,10.0,32.0,9.0,18.0,26.0,26.0,2.0,4.0,1.0,32.0,29.0,13.0,8.0,12.0,7.0,5.0,19.0,22.0,3.0,11.0,32.0,23.0,16.0,19.0,14.0,26.0,19.0,16.0,25.0,32.0,29.0,32.0,6.0,29.0,15.0
stats,minecraft:used,minecraft:oak_sapling,18.0,4.0,11.0,28.0,21.0,19.0,26.0,13.0,28.0,7.0,31.0,32.0,14.0,9.0,2.0,17.0,12.0,24.0,35.0,8.0,5.0,27.0,33.0,15.0,33.0,6.0,22.0,16.0,1.0,20.0,10.0,3.0,36.0,23.0,30.0,25.0
stats,minecraft:used,minecraft:oak_sign,11.0,18.0,30.0,13.0,17.0,32.0,10.0,4.0,16.0,2.0,34.0,22.0,15.0,7.0,3.0,19.0,12.0,26.0,25.0,5.0,9.0,30.0,27.0,1.0,20.0,6.0,23.0,24.0,14.0,29.0,36.0,8.0,32.0,21.0,28.0,35.0
stats,minecraft:used,minecraft:oak_slab,8.0,26.0,28.0,7.0,15.0,27.0,19.0,6.0,24.0,1.0,31.0,29.0,14.0,12.0,13.0,11.0,9.0,17.0,16.0,20.0,10.0,25.0,22.0,21.0,5.0,3.0,4.0,34.0,2.0,30.0,35.0,18.0,35.0,23.0,32.0,33.0
stats,minecraft:used,minecraft:oak_stairs,4.0,30.0,32.0,31.0,20.0,22.0,14.0,3.0,28.0,10.0,35.0,34.0,8.0,11.0,17.0,1.0,5.0,27.0,7.0,13.0,16.0,15.0,18.0,19.0,2.0,9.0,6.0,26.0,21.0,25.0,35.0,12.0,33.0,24.0,29.0,23.0
stats,minecraft:used,minecraft:oak_trapdoor,7.0,16.0,29.0,20.0,22.0,28.0,9.0,8.0,34.0,1.0,33.0,27.0,2.0,5.0,10.0,14.0,6.0,24.0,15.0,3.0,13.0,11.0,25.0,23.0,4.0,12.0,21.0,31.0,18.0,30.0,36.0,19.0,32.0,17.0,35.0,26.0
stats,minecraft:used,minecraft:oak_wood,7.0,21.0,21.0,14.0,9.0,20.0,17.0,11.0,13.0,21.0,21.0,21.0,21.0,15.0,21.0,4.0,5.0,21.0,2.0,8.0,10.0,21.0,12.0,18.0,3.0,15.0,19.0,21.0,1.0,21.0,21.0,6.0,21.0,21.0,21.0,21.0
stats,minecraft:used,minecraft:observer,22.0,3.0,10.0,7.0,33.0,14.0,22.0,9.0,12.0,16.0,15.0,13.0,29.0,18.0,6.0,4.0,8.0,33.0,24.0,1.0,2.0,27.0,25.0,32.0,30.0,5.0,28.0,19.0,31.0,20.0,33.0,21.0,25.0,17.0,33.0,11.0
stats,minecraft:used,minecraft:obsidian,4.0,13.0,22.0,32.0,33.0,24.0,3.0,2.0,34.0,18.0,21.0,9.0,29.0,20.0,16.0,12.0,14.0,17.0,35.0,6.0,11.0,30.0,23.0,10.0,15.0,7.0,30.0,8.0,1.0,19.0,26.0,5.0,36.0,28.0,26.0,25.0
stats,minecraft:used,minecraft:ocelot_spawn_egg,8.0,8.0,8.0,8.0,8.0,8.0,4.0,1.0,8.0,8.0,8.0,8.0,8.0,5.0,6.0,8.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0
stats,minecraft:used,minecraft:orange_banner,9.0,9.0,9.0,9.0,9.0,9.0,4.0,3.0,2.0,1.0,9.0,9.0,9.0,6.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,9.0,9.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
stats,minecraft:used,minecraft:orange_bed,21.0,21.0,15.0,21.0,21.0,2.0,15.0,15.0,21.0,4.0,7.0,21.0,21.0,5.0,21.0,6.0,3.0,21.0,21.0,9.0,9.0,21.0,15.0,21.0,9.0,21.0,9.0,21.0,1.0,15.0,9.0,7.0,21.0,21.0,15.0,9.0
stats,minecraft:used,minecraft:orange_candle,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0
stats,minecraft:used,minecraft:orange_carpet,6.0,9.0,9.0,9.0,5.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,8.0,9.0,9.0,9.0,4.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
stats,minecraft:used,minecraft:orange_concrete,16.0,10.0,16.0,16.0,16.0,16.0,7.0,4.0,13.0,15.0,9.0,16.0,16.0,6.0,16.0,8.0,14.0,16.0,12.0,5.0,3.0,16.0,16.0,16.0,1.0,16.0,11.0,16.0,16.0,16.0,16.0,2.0,16.0,16.0,16.0,16.0
stats,minecraft:used,minecraft:orange_concrete_powder,13.0,6.0,13.0,13.0,13.0,13.0,7.0,5.0,13.0,9.0,8.0,13.0,13.0,13.0,13.0,4.0,13.0,13.0,13.0,2.0,3.0,13.0,13.0,11.0,10.0,1.0,13.0,13.0,13.0,13.0,13.0,12.0,13.0,13.0,13.0,13.0
stats,minecraft:used,minecraft:orange_dye,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0
stats,minecraft:used,minecraft:orange_glazed_terracotta,14.0,14.0,14.0,14.0,14.0,14.0,14.0,2.0,14.0,3.0,1.0,14.0,14.0,14.0,14.0,6.0,14.0,9.0,14.0,14.0,8.0,14.0,14.0,9.0,9.0,7.0,4.0,14.0,5.0,14.0,14.0,9.0,14.0,9.0,14.0,14.0
stats,minecraft:used,minecraft:orange_shulker_box,19.0,22.0,30.0,11.0,23.0,13.0,2.0,5.0,12.0,15.0,30.0,16.0,20.0,10.0,26.0,18.0,4.0,30.0,27.0,14.0,3.0,24.0,30.0,7.0,16.0,9.0,7.0,30.0,1.0,30.0,20.0,6.0,30.0,27.0,25.0,27.0
stats,minecraft:used,minecraft:orange_stained_glass,8.0,15.0,15.0,15.0,15.0,15.0,7.0,3.0,6.0,13.0,9.0,15.0,15.0,15.0,15.0,10.0,15.0,15.0,11.0,4.0,14.0,15.0,15.0,15.0,4.0,15.0,15.0,15.0,1.0,15.0,15.0,12.0,2.0,15.0,15.0,15.0
stats,minecraft:used,minecraft:orange_stained_glass_pane,6.0,6.0,6.0,6.0,3.0,6.0,6.0,4.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
stats,minecraft:used,minecraft:orange_terracotta,17.0,9.0,27.0,14.0,29.0,17.0,23.0,8.0,21.0,7.0,1.0,29.0,29.0,3.0,10.0,17.0,29.0,23.0,11.0,12.0,4.0,13.0,29.0,27.0,5.0,15.0,23.0,29.0,6.0,29.0,21.0,2.0,29.0,23.0,17.0,16.0
stats,minecraft:used,minecraft:orange_tulip,6.0,18.0,26.0,12.0,18.0,13.0,11.0,3.0,9.0,2.0,21.0,27.0,8.0,27.0,21.0,21.0,5.0,27.0,27.0,4.0,1.0,27.0,27.0,27.0,21.0,14.0,27.0,21.0,16.0,15.0,27.0,18.0,27.0,16.0,7.0,10.0
stats,minecraft:used,minecraft:orange_wool,8.0,10.0,21.0,21.0,14.0,9.0,19.0,17.0,5.0,12.0,21.0,21.0,21.0,14.0,3.0,4.0,11.0,21.0,2.0,16.0,18.0,21.0,21.0,13.0,6.0,21.0,21.0,7.0,19.0,21.0,21.0,1.0,21.0,21.0,21.0,21.0
stats,minecraft:used,minecraft:oxeye_daisy,4.0,14.0,27.0,3.0,17.0,8.0,12.0,10.0,5.0,1.0,24.0,27.0,9.0,27.0,21.0,18.0,18.0,18.0,22.0,2.0,6.0,27.0,27.0,27.0,23.0,11.0,27.0,26.0,13.0,24.0,27.0,14.0,27.0,27.0,16.0,7.0
stats,minecraft:used,minecraft:oxidized_copper,6.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0
stats,minecraft:used,minecraft:oxidized_cut_copper,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0
stats,minecraft:used,minecraft:oxidized_cut_copper_slab,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
stats,minecraft:used,minecraft:oxidized_cut_copper_stairs,6.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0
stats,minecraft:used,minecraft:packed_ice,10.0,19.0,31.0,28.0,12.0,15.0,4.0,5.0,28.0,11.0,18.0,26.0,16.0,20.0,3.0,22.0,21.0,31.0,14.0,2.0,1.0,31.0,31.0,9.0,25.0,7.0,27.0,31.0,6.0,13.0,23.0,8.0,31.0,17.0,28.0,24.0
stats,minecraft:used,minecraft:painting,4.0,19.0,31.0,3.0,10.0,17.0,9.0,5.0,29.0,1.0,24.0,31.0,15.0,6.0,20.0,14.0,22.0,7.0,18.0,8.0,22.0,13.0,27.0,2.0,11.0,25.0,12.0,30.0,26.0,31.0,31.0,20.0,31.0,16.0,28.0,31.0
stats,minecraft:used,minecraft:panda_spawn_egg,12.0,12.0,12.0,12.0,12.0,12.0,6.0,3.0,12.0,8.0,12.0,12.0,12.0,10.0,10.0,12.0,12.0,12.0,12.0,5.0,6.0,12.0,12.0,4.0,12.0,12.0,12.0,12.0,1.0,12.0,8.0,2.0,12.0,12.0,12.0,12.0
stats,minecraft:used,minecraft:parrot_spawn_egg,8.0,8.0,8.0,8.0,8.0,8.0,5.0,1.0,8.0,8.0,8.0,8.0,8.0,6.0,2.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0
stats,minecraft:used,minecraft:peony,10.0,23.0,19.0,23.0,14.0,4.0,9.0,7.0,13.0,1.0,23.0,23.0,20.0,23.0,16.0,23.0,6.0,23.0,2.0,3.0,15.0,23.0,23.0,23.0,17.0,23.0,23.0,20.0,5.0,11.0,23.0,23.0,20.0,18.0,12.0,8.0
stats,minecraft:used,minecraft:petrified_oak_slab,7.0,12.0,12.0,12.0,12.0,12.0,10.0,6.0,5.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,1.0,12.0,2.0,9.0,12.0,8.0,12.0,12.0,4.0,12.0,12.0,12.0,12.0,12.0,12.0,3.0,12.0,12.0,12.0,12.0
stats,minecraft:used,minecraft:phantom_spawn_egg,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,2.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0
stats,minecraft:used,minecraft:pig_spawn_egg,9.0,22.0,16.0,22.0,22.0,9.0,6.0,1.0,3.0,22.0,22.0,22.0,22.0,5.0,20.0,20.0,9.0,22.0,8.0,7.0,13.0,22.0,22.0,16.0,4.0,16.0,13.0,22.0,9.0,22.0,13.0,2.0,22.0,22.0,22.0,16.0
stats,minecraft:used,minecraft:piglin_brute_spawn_egg,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0
stats,minecraft:used,minecraft:piglin_spawn_egg,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0
stats,minecraft:used,minecraft:pillager_spawn_egg,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0
stats,minecraft:used,minecraft:pink_banner,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
